action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,304793,[],CHEMBL645004,In vitro inhibitory activity against human recombinant AChE,B,,,BAO_0000190,BAO_0000357,single protein format,C=CCC[N+](C)(C)c1ccccc1O.[Br-],,,CHEMBL1135872,Bioorg Med Chem Lett,2002.0,"{'bei': '26.00', 'le': '0.49', 'lle': '2.46', 'sei': '24.72'}",CHEMBL61515,,CHEMBL1179124,5.00,0,http://www.openphacts.org/units/Nanomolar,101912,=,1,1,=,,IC50,nM,,10000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,10.0
,,306088,[],CHEMBL645004,In vitro inhibitory activity against human recombinant AChE,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],,,CHEMBL1135872,Bioorg Med Chem Lett,2002.0,"{'bei': '38.96', 'le': '0.74', 'lle': '6.76', 'sei': '29.45'}",CHEMBL54126,NEOSTIGMINE BROMIDE,CHEMBL278020,8.70,0,http://www.openphacts.org/units/Nanomolar,101922,=,1,1,=,,IC50,nM,,2.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,0.002
,,308779,[],CHEMBL645004,In vitro inhibitory activity against human recombinant AChE,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)COc2ccc([N+](C)(C)Cc3ccccc3)cc2)cc1OC.[Br-],,,CHEMBL1135872,Bioorg Med Chem Lett,2002.0,"{'bei': '12.30', 'le': '0.23', 'lle': '0.27', 'sei': '11.17'}",CHEMBL61965,,CHEMBL1179139,5.00,0,http://www.openphacts.org/units/Nanomolar,101941,=,1,1,=,,IC50,nM,,10000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,10.0
,,308781,[],CHEMBL645004,In vitro inhibitory activity against human recombinant AChE,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)CCc2ccc([N+](C)(C)C)cc2)cc1OC.[Br-],,,CHEMBL1135872,Bioorg Med Chem Lett,2002.0,"{'bei': '16.82', 'le': '0.31', 'lle': '1.80', 'sei': '15.54'}",CHEMBL59790,,CHEMBL1179093,5.52,0,http://www.openphacts.org/units/Nanomolar,101937,=,1,1,=,,IC50,nM,,3000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,3.0
,,316443,[],CHEMBL645004,In vitro inhibitory activity against human recombinant AChE,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)CCc2ccc([N+](C)(C)Cc3ccccc3)cc2)cc1OC.[Br-],,,CHEMBL1135872,Bioorg Med Chem Lett,2002.0,"{'bei': '14.55', 'le': '0.27', 'lle': '0.60', 'sei': '16.57'}",CHEMBL300170,,CHEMBL1183489,5.89,0,http://www.openphacts.org/units/Nanomolar,101936,=,1,1,=,,IC50,nM,,1300.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,1.3
,,318961,[],CHEMBL645004,In vitro inhibitory activity against human recombinant AChE,B,,,BAO_0000190,BAO_0000357,single protein format,C=CC[N+](C)(C)c1cccc(O)c1.[Br-],,,CHEMBL1135872,Bioorg Med Chem Lett,2002.0,"{'bei': '30.98', 'le': '0.58', 'lle': '3.37', 'sei': '27.30'}",CHEMBL61312,,CHEMBL1179119,5.52,0,http://www.openphacts.org/units/Nanomolar,101907,=,1,1,=,,IC50,nM,,3000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,3.0
,,323986,[],CHEMBL645004,In vitro inhibitory activity against human recombinant AChE,B,,,BAO_0000190,BAO_0000357,single protein format,C=CC[N+](C)(C)c1cccc(OC(C)=O)c1.[Br-],,,CHEMBL1135872,Bioorg Med Chem Lett,2002.0,"{'bei': '27.24', 'le': '0.51', 'lle': '3.64', 'sei': '22.81'}",CHEMBL59192,,CHEMBL1179080,6.00,0,http://www.openphacts.org/units/Nanomolar,101942,=,1,1,=,,IC50,nM,,1000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,1.0
,,329216,[],CHEMBL645004,In vitro inhibitory activity against human recombinant AChE,B,,,BAO_0000190,BAO_0000357,single protein format,C=CC[N+](C)(C)c1ccc(OCC(=O)c2ccc(OC)c(OC)c2)cc1.[Br-],,,CHEMBL1135872,Bioorg Med Chem Lett,2002.0,"{'bei': '14.03', 'le': '0.26', 'lle': '1.28', 'sei': '11.17'}",CHEMBL58511,,CHEMBL1179073,5.00,0,http://www.openphacts.org/units/Nanomolar,101940,=,1,1,=,,IC50,nM,,10000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,10.0
,,329218,[],CHEMBL645004,In vitro inhibitory activity against human recombinant AChE,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)CCc2cccc([N+](C)(C)Cc3ccccc3)c2)cc1OC.[Br-],,,CHEMBL1135872,Bioorg Med Chem Lett,2002.0,"{'bei': '14.79', 'le': '0.27', 'lle': '0.69', 'sei': '16.84'}",CHEMBL59074,,CHEMBL1179078,5.98,0,http://www.openphacts.org/units/Nanomolar,101938,=,1,1,=,,IC50,nM,,1040.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,1.04
,,333095,[],CHEMBL645004,In vitro inhibitory activity against human recombinant AChE,B,,,BAO_0000190,BAO_0000357,single protein format,C=CC[N+](C)(C)c1ccccc1O.[Br-],,,CHEMBL1135872,Bioorg Med Chem Lett,2002.0,"{'bei': '32.16', 'le': '0.60', 'lle': '3.58', 'sei': '28.34'}",CHEMBL60596,,CHEMBL1179107,5.73,0,http://www.openphacts.org/units/Nanomolar,101903,=,1,1,=,,IC50,nM,,1850.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,1.85
,,333104,[],CHEMBL645004,In vitro inhibitory activity against human recombinant AChE,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)COc2cccc([N+](C)(C)C)c2)cc1OC.[Br-],,,CHEMBL1135872,Bioorg Med Chem Lett,2002.0,"{'bei': '15.13', 'le': '0.28', 'lle': '1.84', 'sei': '11.17'}",CHEMBL62031,,CHEMBL1179141,5.00,0,http://www.openphacts.org/units/Nanomolar,101921,=,1,1,=,,IC50,nM,,10000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,10.0
,,333106,[],CHEMBL645004,In vitro inhibitory activity against human recombinant AChE,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)COc2cccc([N+](C)(C)Cc3ccccc3)c2)cc1OC.[Br-],,,CHEMBL1135872,Bioorg Med Chem Lett,2002.0,"{'bei': '15.94', 'le': '0.30', 'lle': '1.75', 'sei': '14.48'}",CHEMBL60074,,CHEMBL1179098,6.48,0,http://www.openphacts.org/units/Nanomolar,101920,=,1,1,=,,IC50,nM,,330.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,0.33
,,334491,[],CHEMBL645004,In vitro inhibitory activity against human recombinant AChE,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)COc2ccc([N+](C)(C)C)cc2)cc1OC.[Br-],,,CHEMBL1135872,Bioorg Med Chem Lett,2002.0,"{'bei': '15.13', 'le': '0.28', 'lle': '1.84', 'sei': '11.17'}",CHEMBL60180,,CHEMBL1179102,5.00,0,http://www.openphacts.org/units/Nanomolar,101919,=,1,1,=,,IC50,nM,,10000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,10.0
,,340944,[],CHEMBL645004,In vitro inhibitory activity against human recombinant AChE,B,,,BAO_0000190,BAO_0000357,single protein format,CC[N+](C)(C)c1cccc(O)c1.[Br-],,,CHEMBL1135872,Bioorg Med Chem Lett,2002.0,"{'bei': '32.50', 'le': '0.61', 'lle': '3.42', 'sei': '26.70'}",CHEMBL60745,EDROPHONIUM BROMIDE,CHEMBL1104,5.40,0,http://www.openphacts.org/units/Nanomolar,101923,=,1,1,=,,IC50,nM,,3960.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,3.96
,,342112,[],CHEMBL645004,In vitro inhibitory activity against human recombinant AChE,B,,,BAO_0000190,BAO_0000357,single protein format,C=CC[N+](C)(C)c1ccccc1OC.[Br-],,,CHEMBL1135872,Bioorg Med Chem Lett,2002.0,"{'bei': '31.20', 'le': '0.59', 'lle': '3.55', 'sei': '65.01'}",CHEMBL58194,,CHEMBL1179070,6.00,0,http://www.openphacts.org/units/Nanomolar,101904,=,1,1,=,,IC50,nM,,1000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,1.0
,,346595,[],CHEMBL644788,Inhibitory activity against Acetylcholinesterase in cortex,B,,,BAO_0000190,BAO_0000221,tissue-based format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN[C@@H]1N2C,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '29.23', 'le': '0.55', 'lle': '6.21', 'sei': '14.25'}",CHEMBL305670,,CHEMBL305670,7.64,0,http://www.openphacts.org/units/Nanomolar,134541,=,1,1,=,,IC50,nM,,23.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,23.0
,,346596,[],CHEMBL644789,Inhibitory activity against Acetylcholinesterase in erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN[C@@H]1N2C,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '29.38', 'le': '0.55', 'lle': '6.25', 'sei': '14.32'}",CHEMBL305670,,CHEMBL305670,7.68,0,http://www.openphacts.org/units/Nanomolar,134541,=,1,1,=,,IC50,nM,,21.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,21.0
,,350515,[],CHEMBL644788,Inhibitory activity against Acetylcholinesterase in cortex,B,,,BAO_0000190,BAO_0000221,tissue-based format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '27.27', 'le': '0.51', 'lle': '5.74', 'sei': '16.76'}",CHEMBL94,PHYSOSTIGMINE,CHEMBL94,7.51,0,http://www.openphacts.org/units/Nanomolar,134536,=,1,1,=,,IC50,nM,,31.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,31.0
,,350516,[],CHEMBL644789,Inhibitory activity against Acetylcholinesterase in erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '27.08', 'le': '0.51', 'lle': '5.69', 'sei': '16.64'}",CHEMBL94,PHYSOSTIGMINE,CHEMBL94,7.46,0,http://www.openphacts.org/units/Nanomolar,134536,=,1,1,=,,IC50,nM,,35.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,35.0
,,351915,[],CHEMBL644788,Inhibitory activity against Acetylcholinesterase in cortex,B,,,BAO_0000190,BAO_0000221,tissue-based format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CCc3ccccc3)[C@@H]1N2C,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '18.67', 'le': '0.35', 'lle': '3.43', 'sei': '15.23'}",CHEMBL75729,,CHEMBL75729,6.82,0,http://www.openphacts.org/units/Nanomolar,134544,=,1,1,=,,IC50,nM,,150.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,150.0
,,351916,[],CHEMBL644789,Inhibitory activity against Acetylcholinesterase in erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CCc3ccccc3)[C@@H]1N2C,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '18.22', 'le': '0.34', 'lle': '3.27', 'sei': '14.86'}",CHEMBL75729,,CHEMBL75729,6.66,0,http://www.openphacts.org/units/Nanomolar,134544,=,1,1,=,,IC50,nM,,220.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,220.0
,,356371,[],CHEMBL644788,Inhibitory activity against Acetylcholinesterase in cortex,B,,,BAO_0000190,BAO_0000221,tissue-based format,COc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '18.07', 'le': '0.34', 'lle': '2.96', 'sei': '12.28'}",CHEMBL74950,,CHEMBL74950,6.64,0,http://www.openphacts.org/units/Nanomolar,134543,=,1,1,=,,IC50,nM,,230.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,230.0
,,356372,[],CHEMBL644789,Inhibitory activity against Acetylcholinesterase in erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '17.57', 'le': '0.33', 'lle': '2.78', 'sei': '11.95'}",CHEMBL74950,,CHEMBL74950,6.46,0,http://www.openphacts.org/units/Nanomolar,134543,=,1,1,=,,IC50,nM,,350.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,350.0
,,359134,[],CHEMBL644788,Inhibitory activity against Acetylcholinesterase in cortex,B,,,BAO_0000190,BAO_0000221,tissue-based format,CCCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '20.95', 'le': '0.40', 'lle': '3.32', 'sei': '17.46'}",CHEMBL74107,,CHEMBL74107,7.82,0,http://www.openphacts.org/units/Nanomolar,134539,=,1,1,=,,IC50,nM,,15.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,15.0
,,359135,[],CHEMBL644789,Inhibitory activity against Acetylcholinesterase in erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '20.87', 'le': '0.39', 'lle': '3.30', 'sei': '17.40'}",CHEMBL74107,,CHEMBL74107,7.80,0,http://www.openphacts.org/units/Nanomolar,134539,=,1,1,=,,IC50,nM,,16.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,16.0
,,361649,[],CHEMBL644788,Inhibitory activity against Acetylcholinesterase in cortex,B,,,BAO_0000190,BAO_0000221,tissue-based format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '16.92', 'le': '0.32', 'lle': '2.89', 'sei': '10.39'}",CHEMBL94,PHYSOSTIGMINE,CHEMBL94,4.66,0,http://www.openphacts.org/units/Nanomolar,134535,=,1,1,=,,IC50,nM,,22000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,22000.0
,,361650,[],CHEMBL644789,Inhibitory activity against Acetylcholinesterase in erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '16.71', 'le': '0.31', 'lle': '2.83', 'sei': '10.27'}",CHEMBL94,PHYSOSTIGMINE,CHEMBL94,4.60,0,http://www.openphacts.org/units/Nanomolar,134535,=,1,1,=,,IC50,nM,,25000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,25000.0
,,363209,[],CHEMBL644788,Inhibitory activity against Acetylcholinesterase in cortex,B,,,BAO_0000190,BAO_0000221,tissue-based format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)[C@@H]1N2C,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '19.12', 'le': '0.35', 'lle': '3.38', 'sei': '15.00'}",CHEMBL74257,,CHEMBL74257,6.72,0,http://www.openphacts.org/units/Nanomolar,134540,=,1,1,=,,IC50,nM,,190.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,190.0
,,363210,[],CHEMBL644789,Inhibitory activity against Acetylcholinesterase in erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)[C@@H]1N2C,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '18.44', 'le': '0.34', 'lle': '3.14', 'sei': '14.46'}",CHEMBL74257,,CHEMBL74257,6.48,0,http://www.openphacts.org/units/Nanomolar,134540,=,1,1,=,,IC50,nM,,330.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,330.0
,,367675,[],CHEMBL644788,Inhibitory activity against Acetylcholinesterase in cortex,B,,,BAO_0000190,BAO_0000221,tissue-based format,C=CCN1CC[C@@]2(C)c3cc(OC(=O)NC)ccc3N(C)[C@@H]12,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '24.87', 'le': '0.47', 'lle': '5.16', 'sei': '16.73'}",CHEMBL307721,,CHEMBL307721,7.50,0,http://www.openphacts.org/units/Nanomolar,134542,=,1,1,=,,IC50,nM,,32.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,32.0
,,367676,[],CHEMBL644789,Inhibitory activity against Acetylcholinesterase in erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,C=CCN1CC[C@@]2(C)c3cc(OC(=O)NC)ccc3N(C)[C@@H]12,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '24.38', 'le': '0.46', 'lle': '5.02', 'sei': '16.40'}",CHEMBL307721,,CHEMBL307721,7.35,0,http://www.openphacts.org/units/Nanomolar,134542,=,1,1,=,,IC50,nM,,45.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,45.0
,,369007,[],CHEMBL644788,Inhibitory activity against Acetylcholinesterase in cortex,B,,,BAO_0000190,BAO_0000221,tissue-based format,CN1CC[C@@]2(C)c3cc(OC(=O)NC(C)(C)C)ccc3N(C)[C@@H]12,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '14.16', 'le': '0.27', 'lle': '1.55', 'sei': '10.03'}",CHEMBL308503,,CHEMBL308503,4.50,0,http://www.openphacts.org/units/Nanomolar,134534,=,1,1,=,,IC50,nM,,32000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,32000.0
,,369008,[],CHEMBL644789,Inhibitory activity against Acetylcholinesterase in erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CC[C@@]2(C)c3cc(OC(=O)NC(C)(C)C)ccc3N(C)[C@@H]12,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '14.61', 'le': '0.28', 'lle': '1.70', 'sei': '10.35'}",CHEMBL308503,,CHEMBL308503,4.64,0,http://www.openphacts.org/units/Nanomolar,134534,=,1,1,=,,IC50,nM,,23000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,23000.0
,,384589,[],CHEMBL644788,Inhibitory activity against Acetylcholinesterase in cortex,B,,,BAO_0000190,BAO_0000221,tissue-based format,CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '22.49', 'le': '0.42', 'lle': '4.39', 'sei': '18.07'}",CHEMBL308043,,CHEMBL308043,6.51,0,http://www.openphacts.org/units/Nanomolar,134538,=,1,1,=,,IC50,nM,,310.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,310.0
,,384590,[],CHEMBL644789,Inhibitory activity against Acetylcholinesterase in erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)C(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '23.08', 'le': '0.43', 'lle': '4.56', 'sei': '18.54'}",CHEMBL308043,,CHEMBL308043,6.68,0,http://www.openphacts.org/units/Nanomolar,134538,=,1,1,=,,IC50,nM,,210.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,210.0
,,390544,[],CHEMBL644788,Inhibitory activity against Acetylcholinesterase in cortex,B,,,BAO_0000190,BAO_0000221,tissue-based format,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '22.06', 'le': '0.41', 'lle': '3.77', 'sei': '16.61'}",CHEMBL74926,PHENSERINE,CHEMBL74926,7.44,0,http://www.openphacts.org/units/Nanomolar,134537,=,1,1,=,,IC50,nM,,36.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,36.0
,,390545,[],CHEMBL644789,Inhibitory activity against Acetylcholinesterase in erythrocyte,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,,,CHEMBL1124889,J Med Chem,1990.0,"{'bei': '22.75', 'le': '0.42', 'lle': '4.01', 'sei': '17.13'}",CHEMBL74926,PHENSERINE,CHEMBL74926,7.68,0,http://www.openphacts.org/units/Nanomolar,134537,=,1,1,=,,IC50,nM,,21.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,21.0
,,392713,[],CHEMBL875241,Inhibitory concentration required against acetylcholinesterase activity,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C(=O)n2cc(/C=C3\CN(Cc4ccccc4)CCC3=O)c3ccccc32)cc1,,,CHEMBL1134784,J Med Chem,2001.0,"{'bei': '9.22', 'le': '0.17', 'lle': '-1.05', 'sei': '8.06'}",CHEMBL340542,,CHEMBL340542,4.16,0,http://www.openphacts.org/units/Nanomolar,248283,=,1,1,=,,IC50,nM,,70000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,70.0
,,393814,[],CHEMBL875241,Inhibitory concentration required against acetylcholinesterase activity,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1CCN(Cc2ccccc2)C/C1=C\c1cccn1C(=O)c1ccccc1,,,CHEMBL1134784,J Med Chem,2001.0,"{'bei': '12.21', 'le': '0.22', 'lle': '0.48', 'sei': '10.69'}",CHEMBL128894,,CHEMBL128894,4.52,0,http://www.openphacts.org/units/Nanomolar,248293,=,1,1,=,,IC50,nM,,30000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,30.0
,,393815,[],CHEMBL875241,Inhibitory concentration required against acetylcholinesterase activity,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1/C(=C/c2ccc[nH]2)CN(Cc2ccccc2)C/C1=C\c1ccc[nH]1,,,CHEMBL1134784,J Med Chem,2001.0,"{'bei': '13.82', 'le': '0.25', 'lle': '0.85', 'sei': '9.14'}",CHEMBL340866,,CHEMBL340866,4.75,0,http://www.openphacts.org/units/Nanomolar,248292,=,1,1,=,,IC50,nM,,18000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,18.0
,,397752,[],CHEMBL875241,Inhibitory concentration required against acetylcholinesterase activity,B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1ccc(C(=O)n2cc(/C=C3\CN(Cc4ccccc4)CCC3=O)c3ccccc32)cc1,,,CHEMBL1134784,J Med Chem,2001.0,"{'bei': '10.55', 'le': '0.19', 'lle': '-0.36', 'sei': '7.11'}",CHEMBL337002,,CHEMBL337002,4.70,0,http://www.openphacts.org/units/Nanomolar,248281,=,1,1,=,,IC50,nM,,20000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,20.0
,,397753,[],CHEMBL875241,Inhibitory concentration required against acetylcholinesterase activity,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1/C(=C/c2cc[nH]c2)CN(Cc2ccccc2)C/C1=C\c1cc[nH]c1,,,CHEMBL1134784,J Med Chem,2001.0,"{'bei': '15.20', 'le': '0.27', 'lle': '1.33', 'sei': '10.06'}",CHEMBL422971,,CHEMBL422971,5.22,0,http://www.openphacts.org/units/Nanomolar,248288,=,1,1,=,,IC50,nM,,6000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,6.0
,,399046,[],CHEMBL875241,Inhibitory concentration required against acetylcholinesterase activity,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1CCN(Cc2ccccc2)C/C1=C\c1c[nH]c2ccc(OCc3ccccc3)cc12,,,CHEMBL1134784,J Med Chem,2001.0,"{'bei': '10.89', 'le': '0.20', 'lle': '-1.01', 'sei': '10.15'}",CHEMBL340854,,CHEMBL340854,4.60,0,http://www.openphacts.org/units/Nanomolar,248273,=,1,1,=,,IC50,nM,,25000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,25.0
,,400121,[],CHEMBL875241,Inhibitory concentration required against acetylcholinesterase activity,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1CCN(Cc2ccccc2)C/C1=C\c1cn(C(=O)c2ccc(Cl)cc2)c2ccccc12,,,CHEMBL1134784,J Med Chem,2001.0,"{'bei': '9.45', 'le': '0.18', 'lle': '-1.54', 'sei': '10.17'}",CHEMBL340599,,CHEMBL340599,4.30,0,http://www.openphacts.org/units/Nanomolar,248284,=,1,1,=,,IC50,nM,,50000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,50.0
,,400122,[],CHEMBL875241,Inhibitory concentration required against acetylcholinesterase activity,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1CCN(Cc2ccccc2)C/C1=C\c1cn(C(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc12,,,CHEMBL1134784,J Med Chem,2001.0,"{'bei': '9.24', 'le': '0.17', 'lle': '-0.80', 'sei': '5.03'}",CHEMBL128292,,CHEMBL128292,4.30,0,http://www.openphacts.org/units/Nanomolar,248282,=,1,1,=,,IC50,nM,,50000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,50.0
